Currency,Date,Open,High,Low,Close,Volume
CAD=X,11/29/2022,1.34907,1.36459,1.34091,1.35854,1253991740
EUR=X,11/29/2022,1.034375,1.039445,1.031915,1.032385,370574797
GBP=X,11/29/2022,1.19598,1.20646,1.19422,1.19463,234850911
JPY=X,11/29/2022,138.7265,139.3555,137.8685,138.7555,127323357
AUD=X,11/29/2022,0.66517,0.674905,0.664055,0.668365,574177664
SGD=X,11/29/2022,1.379175,1.38005,1.371315,1.37539,770071498
CHF=X,11/29/2022,0.949015,0.9546,0.94604,0.954565,982244198
NZD=X,11/29/2022,0.61634,0.625385,0.61618,0.619625,626405467
SEK=X,11/29/2022,10.55154,10.60149,10.478415,10.59697,560826583
CAD=X,11/30/2022,1.3585,1.35928,1.3409,1.34151,-2147483648
EUR=X,11/30/2022,1.032405,1.043025,1.029025,1.042335,1450154643
GBP=X,11/30/2022,1.19464,1.20887,1.19005,1.20752,1386577577
JPY=X,11/30/2022,138.7545,139.8955,137.266,137.3645,1409636757
AUD=X,11/30/2022,0.668355,0.680245,0.667045,0.679945,1820099884
SGD=X,11/30/2022,1.37538,1.376545,1.35896,1.35938,-2147483648
CHF=X,11/30/2022,0.95456,0.954785,0.94318,0.94389,1796134341
NZD=X,11/30/2022,0.61965,0.631745,0.619055,0.631365,1977272466
SEK=X,11/30/2022,10.59719,10.67406,10.46857,10.4797,1291778895
CAD=X,12/1/2022,1.34155,1.34711,1.33956,1.34361,351026714
EUR=X,12/1/2022,1.042315,1.053965,1.039325,1.052815,1527655967
GBP=X,12/1/2022,1.20751,1.23068,1.20699,1.22587,1933972385
JPY=X,12/1/2022,137.364,137.547,135.0445,135.154,-2147483648
AUD=X,12/1/2022,0.67995,0.6843,0.6783,0.681075,266963966
SGD=X,12/1/2022,1.359375,1.359775,1.351765,1.3537,1104664663
CHF=X,12/1/2022,0.943895,0.946075,0.936015,0.936465,1281094485
NZD=X,12/1/2022,0.631355,0.63999,0.630675,0.636915,990963287
SEK=X,12/1/2022,10.4799,10.52367,10.288345,10.30334,1890965033
CAD=X,12/2/2022,1.34362,1.3521,1.34209,1.347145,529548140
EUR=X,12/2/2022,1.052795,1.05451,1.04282,1.05412,280156586
GBP=X,12/2/2022,1.22588,1.23003,1.213455,1.22933,444618994
JPY=X,12/2/2022,135.156,135.987,133.6255,134.319,888608608
AUD=X,12/2/2022,0.681065,0.683625,0.674315,0.679485,334491615
SGD=X,12/2/2022,1.353685,1.36002,1.34871,1.352465,315980773
CHF=X,12/2/2022,0.93646,0.943985,0.93266,0.9369,169943684
NZD=X,12/2/2022,0.6369,0.64141,0.63284,0.64098,753800398
SEK=X,12/2/2022,10.303365,10.46643,10.28863,10.3158,226136442
CAD=X,12/4/2022,1.346695,1.34744,1.34468,1.34471,341887392
EUR=X,12/4/2022,1.05361,1.054395,1.0531,1.054385,205374607
GBP=X,12/4/2022,1.22789,1.229715,1.2271,1.22965,275805632
JPY=X,12/4/2022,134.4875,134.599,134.3025,134.482,105182016
AUD=X,12/4/2022,0.679365,0.68131,0.678505,0.681275,383467712
SGD=X,12/4/2022,1.352435,1.35253,1.34986,1.35043,454952009
CHF=X,12/4/2022,0.93801,0.93848,0.93649,0.936505,339239192
NZD=X,12/4/2022,0.639035,0.640465,0.638665,0.640385,316331014
SEK=X,12/4/2022,10.326135,10.331125,10.320665,10.321195,150109692
CAD=X,12/5/2022,1.34472,1.36055,1.33853,1.35888,1825504016
EUR=X,12/5/2022,1.054405,1.059495,1.048045,1.049655,745844366
GBP=X,12/5/2022,1.22964,1.23448,1.21619,1.21927,1135854773
JPY=X,12/5/2022,134.4825,136.8605,134.135,136.5845,2080472276
AUD=X,12/5/2022,0.68127,0.68511,0.66872,0.670695,1669461284
SGD=X,12/5/2022,1.350425,1.35833,1.343615,1.35648,1171937363
CHF=X,12/5/2022,0.93651,0.943565,0.933075,0.942445,1043444922
NZD=X,12/5/2022,0.64039,0.644285,0.630255,0.632285,1398787310
SEK=X,12/5/2022,10.32133,10.420245,10.2616,10.405585,954654276
CAD=X,12/6/2022,1.35887,1.36759,1.35711,1.36503,850642990
EUR=X,12/6/2022,1.04967,1.053295,1.045945,1.046755,496344490
GBP=X,12/6/2022,1.21928,1.22697,1.2127,1.2133,697339589
JPY=X,12/6/2022,136.5845,137.429,135.9655,136.889,386895246
AUD=X,12/6/2022,0.67069,0.674455,0.668115,0.669825,228376739
SGD=X,12/6/2022,1.35646,1.359785,1.353995,1.358795,513373038
CHF=X,12/6/2022,0.94244,0.945615,0.938115,0.942065,159611094
NZD=X,12/6/2022,0.632275,0.63548,0.630375,0.632395,119229423
SEK=X,12/6/2022,10.405905,10.441025,10.33721,10.41524,194691089
CAD=X,12/7/2022,1.36502,1.37001,1.35897,1.36534,138994441
EUR=X,12/7/2022,1.04676,1.054995,1.044325,1.051205,704374359
GBP=X,12/7/2022,1.21329,1.22348,1.21069,1.22098,868150743
JPY=X,12/7/2022,136.8875,137.8605,136.2205,136.3835,574861097
AUD=X,12/7/2022,0.669835,0.67423,0.666885,0.672565,505165892
SGD=X,12/7/2022,1.35879,1.36059,1.353935,1.3553,717846639
CHF=X,12/7/2022,0.942065,0.94379,0.93636,0.94043,359904372
NZD=X,12/7/2022,0.63239,0.638455,0.63101,0.635235,555897581
SEK=X,12/7/2022,10.415295,10.44416,10.32175,10.38188,438950479
CAD=X,12/8/2022,1.36533,1.36891,1.35613,1.35995,755594040
EUR=X,12/8/2022,1.05121,1.05649,1.04896,1.055565,692137308
GBP=X,12/8/2022,1.22099,1.22474,1.21549,1.22341,341732744
JPY=X,12/8/2022,136.3825,137.2475,136.2745,136.6415,344025842
AUD=X,12/8/2022,0.672575,0.678105,0.669865,0.677545,837609700
SGD=X,12/8/2022,1.35529,1.35832,1.35192,1.35327,457607510
CHF=X,12/8/2022,0.940435,0.9427,0.93439,0.93607,793873139
NZD=X,12/8/2022,0.63524,0.638925,0.63268,0.637655,486992147
SEK=X,12/8/2022,10.38183,10.416875,10.31187,10.329035,635534656
CAD=X,12/9/2022,1.35994,1.36917,1.35692,1.36444,648359327
EUR=X,12/9/2022,1.055555,1.058835,1.05032,1.05352,376693323
GBP=X,12/9/2022,1.22338,1.23228,1.22033,1.22654,415651020
JPY=X,12/9/2022,136.6415,136.912,135.6035,136.589,149464698
AUD=X,12/9/2022,0.67753,0.68138,0.674345,0.679735,427249374
SGD=X,12/9/2022,1.353255,1.35665,1.348525,1.35306,134521517
CHF=X,12/9/2022,0.936065,0.93823,0.93124,0.934725,313010311
NZD=X,12/9/2022,0.637645,0.642735,0.63574,0.64148,714540325
SEK=X,12/9/2022,10.329305,10.401215,10.2777,10.33494,157159538
CAD=X,12/11/2022,1.363915,1.36615,1.36327,1.36571,318734443
EUR=X,12/11/2022,1.05329,1.053935,1.051835,1.052105,261121173
GBP=X,12/11/2022,1.22613,1.22724,1.22332,1.2236,352720595
JPY=X,12/11/2022,136.5495,136.836,136.5115,136.72,260642494
AUD=X,12/11/2022,0.67904,0.67992,0.677885,0.677895,269932215
SGD=X,12/11/2022,1.3526,1.35509,1.352015,1.35383,317751108
CHF=X,12/11/2022,0.93398,0.935525,0.93315,0.935165,288371058
NZD=X,12/11/2022,0.640935,0.641465,0.639055,0.639215,375621736
SEK=X,12/11/2022,10.32728,10.34769,10.3204,10.3403,232070484
CAD=X,12/12/2022,1.36572,1.36833,1.36189,1.36315,413174105
EUR=X,12/12/2022,1.0521,1.058035,1.05059,1.054135,376693323
GBP=X,12/12/2022,1.22359,1.22991,1.22071,1.22694,434630038
JPY=X,12/12/2022,136.7205,137.8525,136.6195,137.5175,850921220
AUD=X,12/12/2022,0.67789,0.679565,0.672905,0.675175,502939705
SGD=X,12/12/2022,1.353835,1.35684,1.35178,1.35448,214186556
CHF=X,12/12/2022,0.93517,0.93801,0.931335,0.935805,200941453
NZD=X,12/12/2022,0.639205,0.642195,0.636555,0.63868,184128728
SEK=X,12/12/2022,10.34051,10.372385,10.29217,10.328335,223499090
CAD=X,12/13/2022,1.36316,1.36442,1.35219,1.35562,1018806517
EUR=X,12/13/2022,1.05414,1.067335,1.052815,1.062455,1230567558
GBP=X,12/13/2022,1.22693,1.24442,1.22485,1.23549,955054663
JPY=X,12/13/2022,137.5165,137.972,134.658,135.5755,1928780536
AUD=X,12/13/2022,0.67518,0.689325,0.674025,0.684165,1433485545
SGD=X,12/13/2022,1.354475,1.35671,1.34317,1.34695,1432176492
CHF=X,12/13/2022,0.9358,0.937525,0.92318,0.929105,1164256740
NZD=X,12/13/2022,0.638685,0.651405,0.637375,0.645255,1152810935
SEK=X,12/13/2022,10.328365,10.34195,10.17095,10.22002,1199015103
CAD=X,12/14/2022,1.35565,1.36126,1.35189,1.3551,167021696
EUR=X,12/14/2022,1.06245,1.06953,1.061905,1.067605,800911096
GBP=X,12/14/2022,1.23548,1.24466,1.23424,1.24185,736296519
JPY=X,12/14/2022,135.5765,135.996,134.5135,135.3655,298800975
AUD=X,12/14/2022,0.68416,0.688185,0.68105,0.685775,339686049
SGD=X,12/14/2022,1.346955,1.352355,1.34463,1.3477,231889899
CHF=X,12/14/2022,0.9291,0.929735,0.921595,0.924415,844741273
NZD=X,12/14/2022,0.64525,0.646985,0.640365,0.645325,112018390
SEK=X,12/14/2022,10.21983,10.252535,10.150305,10.170055,604900796
CAD=X,12/15/2022,1.35511,1.36744,1.35409,1.36571,1391690860
EUR=X,12/15/2022,1.067595,1.07364,1.05925,1.063875,605798114
GBP=X,12/15/2022,1.24186,1.24261,1.21564,1.2191,-2147483648
JPY=X,12/15/2022,135.3655,138.175,135.2875,137.7525,-2147483648
AUD=X,12/15/2022,0.68578,0.68698,0.667685,0.670585,-2147483648
SGD=X,12/15/2022,1.347705,1.36177,1.346495,1.360415,-2147483648
CHF=X,12/15/2022,0.92441,0.93174,0.92324,0.927725,626962075
NZD=X,12/15/2022,0.64533,0.646405,0.631965,0.634275,1871510637
SEK=X,12/15/2022,10.16966,10.38934,10.158245,10.343895,1867381018
CAD=X,12/16/2022,1.3657,1.37053,1.36176,1.36975,593523395
EUR=X,12/16/2022,1.063885,1.066315,1.058525,1.058685,807029622
GBP=X,12/16/2022,1.21909,1.22232,1.21202,1.21442,566484261
JPY=X,12/16/2022,137.7515,137.7915,136.2955,136.74,1053019841
AUD=X,12/16/2022,0.67058,0.67361,0.667565,0.66875,371594719
SGD=X,12/16/2022,1.36041,1.36046,1.354835,1.3589,367320465
CHF=X,12/16/2022,0.92772,0.93446,0.92541,0.93438,1158693037
NZD=X,12/16/2022,0.63428,0.639575,0.634185,0.6379,680087608
SEK=X,12/16/2022,10.343785,10.41432,10.29092,10.41316,803716579
CAD=X,12/18/2022,1.368325,1.36893,1.36787,1.36893,173723865
EUR=X,12/18/2022,1.058905,1.059945,1.05824,1.058465,159825583
GBP=X,12/18/2022,1.21532,1.21697,1.21526,1.21596,163929321
JPY=X,12/18/2022,136.055,136.6075,136.016,136.575,589936053
AUD=X,12/18/2022,0.670365,0.670895,0.668295,0.668735,341912236
SGD=X,12/18/2022,1.358415,1.359375,1.358015,1.3589,185861209
CHF=X,12/18/2022,0.933735,0.9348,0.933045,0.93468,250219958
NZD=X,12/18/2022,0.637815,0.638655,0.63703,0.637095,215376541
SEK=X,12/18/2022,10.411765,10.41633,10.363165,10.363165,592981993
CAD=X,12/19/2022,1.36891,1.36948,1.36232,1.36433,658107938
EUR=X,12/19/2022,1.058455,1.065805,1.057585,1.06126,481388094
GBP=X,12/19/2022,1.21597,1.22422,1.21208,1.21545,151942573
JPY=X,12/19/2022,136.5745,137.1635,135.753,136.976,478287164
AUD=X,12/19/2022,0.66874,0.67326,0.66849,0.670545,367884408
SGD=X,12/19/2022,1.3589,1.359055,1.35334,1.35639,544353886
CHF=X,12/19/2022,0.934675,0.93468,0.928425,0.92872,1046624180
NZD=X,12/19/2022,0.6371,0.640955,0.634275,0.63613,255437840
SEK=X,12/19/2022,10.363115,10.42419,10.30243,10.389965,372357335
CAD=X,12/20/2022,1.36434,1.37043,1.35802,1.36015,610583463
EUR=X,12/20/2022,1.061255,1.065885,1.057915,1.062525,272678388
GBP=X,12/20/2022,1.21546,1.22238,1.20857,1.21885,438625620
JPY=X,12/20/2022,136.9765,137.4785,130.57,131.8955,-2147483648
AUD=X,12/20/2022,0.67054,0.67441,0.66294,0.668825,354527291
SGD=X,12/20/2022,1.356385,1.357965,1.349,1.351195,1018803454
CHF=X,12/20/2022,0.92871,0.93079,0.924195,0.926395,467999156
NZD=X,12/20/2022,0.636135,0.639635,0.630055,0.63435,386037674
SEK=X,12/20/2022,10.389895,10.4548,10.350795,10.42282,433980085
CAD=X,12/21/2022,1.36014,1.3638,1.35893,1.36167,286442171
EUR=X,12/21/2022,1.062525,1.06458,1.059045,1.060805,333863644
GBP=X,12/21/2022,1.21886,1.219,1.20554,1.20767,1217764215
JPY=X,12/21/2022,131.8945,132.5305,131.4955,132.3995,575803282
AUD=X,12/21/2022,0.668835,0.672825,0.665675,0.671305,466578664
SGD=X,12/21/2022,1.351195,1.353625,1.3498,1.35126,111507172
CHF=X,12/21/2022,0.92639,0.928975,0.92388,0.92663,138151100
NZD=X,12/21/2022,0.634355,0.63474,0.627725,0.628715,1003782903
SEK=X,12/21/2022,10.4224,10.44385,10.380495,10.42013,123026114
CAD=X,12/22/2022,1.36164,1.36849,1.35712,1.36374,355901019
EUR=X,12/22/2022,1.0608,1.06596,1.057335,1.060145,189058539
GBP=X,12/22/2022,1.20766,1.21475,1.19931,1.20381,484574819
JPY=X,12/22/2022,132.3985,132.723,131.6455,132.3815,116017140
AUD=X,12/22/2022,0.671285,0.676735,0.665035,0.66764,640963251
SGD=X,12/22/2022,1.351265,1.354885,1.346645,1.351935,218612392
CHF=X,12/22/2022,0.926635,0.93216,0.92266,0.931205,826460538
NZD=X,12/22/2022,0.62871,0.633065,0.623075,0.625085,680888834
SEK=X,12/22/2022,10.420475,10.495165,10.33612,10.466015,561942386
CAD=X,12/23/2022,1.36373,1.36586,1.3563,1.359465,619722785
EUR=X,12/23/2022,1.06015,1.06332,1.058685,1.061665,305990361
GBP=X,12/23/2022,1.20383,1.20904,1.20189,1.205245,241343732
JPY=X,12/23/2022,132.381,133.1415,132.292,132.8365,529165139
AUD=X,12/23/2022,0.667645,0.672505,0.666085,0.67144,663225113
SGD=X,12/23/2022,1.35192,1.353925,1.34791,1.3509,280574089
CHF=X,12/23/2022,0.93119,0.93447,0.92855,0.933315,437796202
NZD=X,12/23/2022,0.625075,0.63047,0.623365,0.62851,650442247
SEK=X,12/23/2022,10.466005,10.539545,10.42924,10.530335,752541802
CAD=X,12/25/2022,1.360775,1.361745,1.360615,1.361745,218201899
EUR=X,12/25/2022,1.06154,1.06244,1.061205,1.06207,172062635
GBP=X,12/25/2022,1.20678,1.20688,1.20537,1.20667,110987852
JPY=X,12/25/2022,132.8165,132.854,132.754,132.789,125910080
AUD=X,12/25/2022,0.670405,0.67138,0.670405,0.67078,155654655
CHF=X,12/25/2022,0.933505,0.93422,0.93337,0.93344,110332590
SEK=X,12/25/2022,10.530065,10.54015,10.5142,10.52155,186373285
CAD=X,12/26/2022,1.35985,1.36059,1.35575,1.35577,597179123
EUR=X,12/26/2022,1.06208,1.064595,1.05993,1.064015,363096600
GBP=X,12/26/2022,1.20664,1.20928,1.20531,1.20828,263818884
JPY=X,12/26/2022,132.787,133.204,132.319,132.7675,118372602
AUD=X,12/26/2022,0.67079,0.67568,0.6686,0.67443,640221189
SGD=X,12/26/2022,1.351195,1.358365,1.345515,1.347055,832918362
CHF=X,12/26/2022,0.933565,0.934315,0.93112,0.93205,340828822
NZD=X,12/26/2022,0.6272,0.631555,0.625375,0.630635,650442247
SEK=X,12/26/2022,10.51035,10.541475,10.479,10.494025,265595289
CAD=X,12/27/2022,1.35576,1.35691,1.34846,1.35249,498474444
EUR=X,12/27/2022,1.064025,1.06695,1.06116,1.063715,142149843
GBP=X,12/27/2022,1.20827,1.21127,1.20025,1.20269,657383764
JPY=X,12/27/2022,132.767,133.5995,132.6375,133.4905,781670643
AUD=X,12/27/2022,0.674425,0.67761,0.672525,0.672895,327070994
SGD=X,12/27/2022,1.347035,1.348115,1.34396,1.347835,241626737
CHF=X,12/27/2022,0.932045,0.93235,0.92697,0.92941,518867290
NZD=X,12/27/2022,0.630625,0.631815,0.626975,0.627325,628809145
SEK=X,12/27/2022,10.49455,10.499105,10.41498,10.476045,287708473
CAD=X,12/28/2022,1.3525,1.3612,1.34858,1.36013,1029773704
EUR=X,12/28/2022,1.063685,1.067455,1.060675,1.06291,205374607
GBP=X,12/28/2022,1.202695,1.2126,1.20026,1.20281,111487300
JPY=X,12/28/2022,133.4895,134.5025,133.403,134.0345,613490671
AUD=X,12/28/2022,0.672885,0.68012,0.671925,0.674685,367142346
SGD=X,12/28/2022,1.34783,1.35037,1.34542,1.34932,363779797
CHF=X,12/28/2022,0.929415,0.93074,0.924555,0.927915,338444378
NZD=X,12/28/2022,0.62733,0.635555,0.625795,0.63178,813091120
SEK=X,12/28/2022,10.475945,10.48736,10.36597,10.45953,266508218
CAD=X,12/29/2022,1.36012,1.36087,1.35381,1.35545,669075124
EUR=X,12/29/2022,1.062915,1.069055,1.061135,1.066055,526937118
GBP=X,12/29/2022,1.2028,1.20789,1.20148,1.20553,372698508
JPY=X,12/29/2022,134.0335,134.1995,132.8665,132.919,1150064867
AUD=X,12/29/2022,0.67469,0.678775,0.67107,0.676575,379757401
SGD=X,12/29/2022,1.349315,1.35002,1.34334,1.34368,1097583326
CHF=X,12/29/2022,0.92791,0.92879,0.92107,0.92305,872559784
NZD=X,12/29/2022,0.631775,0.635795,0.629835,0.634525,540674288
SEK=X,12/29/2022,10.45958,10.49344,10.423055,10.45944,101420113
CAD=X,12/30/2022,1.35544,1.35817,1.35145,1.35436,231606239
EUR=X,12/30/2022,1.06606,1.071335,1.063855,1.07011,650667301
GBP=X,12/30/2022,1.20554,1.21079,1.20099,1.20938,483575924
JPY=X,12/30/2022,132.9185,132.9595,130.7795,131.094,1819016017
AUD=X,12/30/2022,0.67658,0.682105,0.675345,0.68189,888069921
SGD=X,12/30/2022,1.34367,1.345355,1.33806,1.34104,565597897
CHF=X,12/30/2022,0.923045,0.926875,0.920045,0.92484,385338439
NZD=X,12/30/2022,0.63453,0.637275,0.631055,0.635125,195345891
SEK=X,12/30/2022,10.4594,10.49053,10.37283,10.42604,438392578
CAD=X,1/1/2023,1.35317,1.35345,1.35317,1.35344,132901560
EUR=X,1/1/2023,1.070235,1.070235,1.070235,1.070235,100000000
JPY=X,1/1/2023,130.8555,130.8555,130.8555,130.8555,100000000
AUD=X,1/1/2023,0.682105,0.682105,0.681815,0.6819,130424545
SGD=X,1/1/2023,1.3374,1.33884,1.3374,1.33884,354928126
CAD=X,1/2/2023,1.35321,1.358465,1.352525,1.35635,482632953
EUR=X,1/2/2023,1.070595,1.07094,1.065015,1.067685,495664654
GBP=X,1/2/2023,1.2087,1.21002,1.2035,1.20633,336738265
JPY=X,1/2/2023,130.944,131.4045,130.5395,130.7945,240856615
AUD=X,1/2/2023,0.681935,0.681935,0.679175,0.680795,269190153
SGD=X,1/2/2023,1.340545,1.342765,1.339775,1.34118,212416222
CHF=X,1/2/2023,0.92478,0.92729,0.922105,0.92441,158816280
NZD=X,1/2/2023,0.633335,0.63417,0.63149,0.632615,215376541
SEK=X,1/2/2023,10.42906,10.48113,10.41892,10.45188,331478376
CAD=X,1/3/2023,1.35636,1.36854,1.35232,1.36737,1441652487
EUR=X,1/3/2023,1.06768,1.06804,1.051965,1.05457,1882530450
GBP=X,1/3/2023,1.20634,1.20854,1.19007,1.19665,1067929870
JPY=X,1/3/2023,130.793,131.4685,129.5145,131.2985,576274375
AUD=X,1/3/2023,0.6808,0.683485,0.668805,0.672545,1325144482
SGD=X,1/3/2023,1.341175,1.347165,1.33657,1.345475,861243710
CHF=X,1/3/2023,0.924355,0.939885,0.92313,0.93625,1990863916
NZD=X,1/3/2023,0.63261,0.636215,0.62004,0.62464,1377154208
SEK=X,1/3/2023,10.45209,10.58551,10.438545,10.57171,1313384896
CAD=X,1/4/2023,1.36738,1.36749,1.34704,1.34859,-2147483648
EUR=X,1/4/2023,1.054575,1.063555,1.054555,1.06063,923281607
GBP=X,1/4/2023,1.19666,1.20878,1.19661,1.20565,998007175
JPY=X,1/4/2023,131.299,132.719,129.9295,132.255,1000728590
AUD=X,1/4/2023,0.672555,0.68865,0.672395,0.682875,1631616118
SGD=X,1/4/2023,1.34548,1.34559,1.337725,1.34154,797511678
CHF=X,1/4/2023,0.93624,0.936255,0.92537,0.92976,1130079712
NZD=X,1/4/2023,0.624645,0.635315,0.624525,0.62845,709732969
SEK=X,1/4/2023,10.571715,10.57242,10.47689,10.507135,755077718
CAD=X,1/5/2023,1.3486,1.35954,1.34794,1.35631,1039522314
EUR=X,1/5/2023,1.060635,1.063155,1.051515,1.052105,1259800514
GBP=X,1/5/2023,1.20566,1.20782,1.18734,1.19094,1570374374
JPY=X,1/5/2023,132.252,134.0565,131.6845,133.3245,1110493109
AUD=X,1/5/2023,0.682885,0.68453,0.673555,0.67528,1228676413
SGD=X,1/5/2023,1.341535,1.34629,1.33853,1.345715,839999699
CHF=X,1/5/2023,0.92978,0.93782,0.926085,0.93624,1126900454
NZD=X,1/5/2023,0.62844,0.63093,0.621125,0.62261,1034229490
SEK=X,1/5/2023,10.507575,10.744385,10.484275,10.68761,1926214260
CAD=X,1/6/2023,1.35632,1.36649,1.34337,1.344395,1553152217
EUR=X,1/6/2023,1.05211,1.06483,1.04827,1.06439,1769677645
GBP=X,1/6/2023,1.19095,1.20997,1.18414,1.20936,1938966863
JPY=X,1/6/2023,133.324,134.7765,131.997,132.096,1257002833
AUD=X,1/6/2023,0.675275,0.688695,0.672235,0.687545,1921020326
SGD=X,1/6/2023,1.3457,1.349025,1.334405,1.33853,1369329627
CHF=X,1/6/2023,0.93623,0.941115,0.927045,0.92789,1425750741
NZD=X,1/6/2023,0.62262,0.636015,0.619165,0.63473,2040569318
SEK=X,1/6/2023,10.687685,10.74902,10.51084,10.520155,1799367762
CAD=X,1/8/2023,1.34435,1.344515,1.34328,1.34365,185300340
EUR=X,1/8/2023,1.064195,1.0663,1.063835,1.066285,384171521
GBP=X,1/8/2023,1.20881,1.21206,1.20869,1.212,418647707
JPY=X,1/8/2023,131.9605,132.2875,131.792,131.8095,242269892
AUD=X,1/8/2023,0.68779,0.689725,0.687535,0.689615,370852657
SGD=X,1/8/2023,1.33598,1.337485,1.333755,1.333775,490358693
CHF=X,1/8/2023,0.92818,0.928795,0.926475,0.9265,367057703
NZD=X,1/8/2023,0.63401,0.636165,0.633725,0.636065,429303877
SEK=X,1/8/2023,10.530915,10.536955,10.51211,10.51407,270869993
CAD=X,1/9/2023,1.34364,1.34446,1.33571,1.33944,611802039
EUR=X,1/9/2023,1.06629,1.076065,1.065175,1.073295,1052450481
GBP=X,1/9/2023,1.21199,1.22102,1.20939,1.2184,740292102
JPY=X,1/9/2023,131.81,132.6575,131.3095,131.7335,172077131
AUD=X,1/9/2023,0.68962,0.694995,0.688505,0.690975,301098822
SGD=X,1/9/2023,1.333765,1.33595,1.32772,1.33049,679784453
CHF=X,1/9/2023,0.926505,0.928025,0.916715,0.92108,962373833
NZD=X,1/9/2023,0.63607,0.641185,0.634455,0.636895,232202286
SEK=X,1/9/2023,10.51386,10.51812,10.355305,10.40313,1223207738
CAD=X,1/10/2023,1.33945,1.34455,1.33763,1.34351,594741971
EUR=X,1/10/2023,1.07329,1.075935,1.071225,1.07387,178860996
GBP=X,1/10/2023,1.21841,1.21983,1.21102,1.21538,402665377
JPY=X,1/10/2023,131.733,132.4795,131.387,132.106,451434900
AUD=X,1/10/2023,0.69098,0.692805,0.685995,0.689325,345622546
SGD=X,1/10/2023,1.330495,1.333175,1.329025,1.331795,330143447
CHF=X,1/10/2023,0.921075,0.92523,0.91955,0.922415,313010311
NZD=X,1/10/2023,0.6369,0.63896,0.634275,0.63712,135253943
SEK=X,1/10/2023,10.40308,10.455045,10.368945,10.417635,247641006
CAD=X,1/11/2023,1.34352,1.34454,1.34044,1.34304,158491662
EUR=X,1/11/2023,1.073865,1.077655,1.07257,1.076555,465751862
GBP=X,1/11/2023,1.21537,1.21785,1.21004,1.21589,151942573
JPY=X,1/11/2023,132.105,132.8755,131.776,131.904,289379128
AUD=X,1/11/2023,0.689335,0.69258,0.687315,0.690925,335975739
SGD=X,1/11/2023,1.3318,1.333005,1.328955,1.33018,386794142
CHF=X,1/11/2023,0.92241,0.9331,0.920495,0.93102,1468670729
NZD=X,1/11/2023,0.637115,0.638855,0.633475,0.636695,167302982
SEK=X,1/11/2023,10.41751,10.513525,10.39497,10.4601,532018582
CAD=X,1/12/2023,1.34307,1.346085,1.33456,1.33785,736096820
EUR=X,1/12/2023,1.07656,1.086705,1.073125,1.085985,1381491189
GBP=X,1/12/2023,1.2159,1.2247,1.20876,1.22169,678360572
JPY=X,1/12/2023,131.9045,132.0385,128.8645,129.175,-2147483648
AUD=X,1/12/2023,0.69093,0.698485,0.68737,0.696745,963018191
SGD=X,1/12/2023,1.330185,1.33156,1.32115,1.322535,1454305669
CHF=X,1/12/2023,0.931035,0.9362,0.92663,0.927385,680214653
NZD=X,1/12/2023,0.636705,0.64177,0.631545,0.638725,423695295
SEK=X,1/12/2023,10.460535,10.51825,10.36768,10.408345,629397741
CAD=X,1/13/2023,1.33786,1.34398,1.33218,1.33955,305939392
EUR=X,1/13/2023,1.086005,1.086805,1.078055,1.08336,459633336
GBP=X,1/13/2023,1.22171,1.22489,1.21507,1.22354,282797901
JPY=X,1/13/2023,129.1745,129.352,127.4585,127.8555,1342741642
AUD=X,1/13/2023,0.69674,0.699425,0.691565,0.69762,230602925
SGD=X,1/13/2023,1.32254,1.324505,1.31826,1.319815,582416072
CHF=X,1/13/2023,0.92739,0.931705,0.92562,0.92648,244656256
NZD=X,1/13/2023,0.638735,0.641565,0.633535,0.63844,147272333
SEK=X,1/13/2023,10.408215,10.46539,10.36481,10.39227,261740697
CAD=X,1/15/2023,1.33918,1.3399,1.339,1.33988,185300340
EUR=X,1/15/2023,1.083365,1.0834,1.082035,1.082285,246844614
GBP=X,1/15/2023,1.22228,1.22344,1.22212,1.22236,107991165
JPY=X,1/15/2023,127.8285,128.155,127.737,128.058,316231393
AUD=X,1/15/2023,0.6973,0.697805,0.696815,0.69725,107420621
SGD=X,1/15/2023,1.32003,1.3208,1.31908,1.320275,143373188
CHF=X,1/15/2023,0.92684,0.92741,0.92602,0.9269,109537775
NZD=X,1/15/2023,0.637915,0.640025,0.637465,0.63822,148874785
SEK=X,1/15/2023,10.37122,10.37702,10.35944,10.366575,147117312
CAD=X,1/16/2023,1.33987,1.34183,1.3353,1.33996,110967187
EUR=X,1/16/2023,1.08229,1.087435,1.080165,1.082985,194497228
GBP=X,1/16/2023,1.22235,1.22895,1.217155,1.22083,251832136
JPY=X,1/16/2023,128.0575,128.866,127.2235,128.3435,369464829
AUD=X,1/16/2023,0.697255,0.70193,0.694095,0.696625,193499821
SGD=X,1/16/2023,1.32027,1.32223,1.31553,1.3201,130095682
CHF=X,1/16/2023,0.926905,0.928855,0.921885,0.92568,294729575
NZD=X,1/16/2023,0.638225,0.64269,0.636145,0.638935,213774089
SEK=X,1/16/2023,10.367305,10.450485,10.33265,10.416205,596025091
CAD=X,1/17/2023,1.33997,1.34373,1.33692,1.33914,201141831
EUR=X,1/17/2023,1.08298,1.086955,1.07748,1.078955,647268121
GBP=X,1/17/2023,1.22084,1.22994,1.21696,1.2284,855165100
JPY=X,1/17/2023,128.3445,129.1575,127.993,128.2855,155588898
AUD=X,1/17/2023,0.69665,0.699745,0.69301,0.698805,419828753
