Date,Adj Close,Close,High,Low,Open,Volume,Ticker,RSI,MACD,MACD_signal,MACD_hist,Percent_change,Labels,Adj Close,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,CAD=X,CAD=X,CAD=X,CAD=X,CAD=X,CAD=X,,,,,,,,EUR=X,EUR=X,EUR=X,EUR=X,EUR=X,EUR=X,GBP=X,GBP=X,GBP=X,GBP=X,GBP=X
2008-01-14,,,,,,,GBP=X,,0.001943716028612874,0.0011737303215669428,0.0007699857070459313,0.256679770438728,1,,,,,,,0.5116699934005737,0.5120300054550171,0.5089300274848938,0.5103300213813782,0.0
2008-01-15,,,,,,,GBP=X,,0.002019906704029184,0.001342965598059391,0.000676941105969793,-0.19935003013606956,0,,,,,,,0.5106499791145325,0.5117200016975403,0.5065299868583679,0.5116699934005737,0.0
2008-01-16,,,,,,,GBP=X,,0.0019608580119552244,0.0014665440808385578,0.0004943139311166665,-0.2349869299317131,0,,,,,,,0.5094500184059143,0.5116699934005737,0.5072299838066101,0.5108299851417542,0.0
2008-01-17,,,,,,,GBP=X,,0.0017789707983718595,0.0015290294243452181,0.0002499413740266413,-0.27873608908135505,0,,,,,,,0.5080299973487854,0.5098900198936462,0.5075399875640869,0.5095300078392029,0.0
2008-01-23,,,,,,,GBP=X,69.10051476564617,0.0018523208509885203,0.0015936877096738786,0.0002586331413146417,0.5826479301690668,1,,,,,,,0.5109900236129761,0.5127900242805481,0.5104100108146667,0.5123999714851379,0.0
2008-01-24,,,,,,,GBP=X,54.62526259187867,0.0014515247026336553,0.001565255108265834,-0.00011373040563217871,-1.0724379708829668,0,,,,,,,0.5055099725723267,0.5125799775123596,0.5055099725723267,0.5110599994659424,0.0
2008-01-25,,,,,,,GBP=X,50.613378997695555,0.0010723085494205309,0.0014666657964967735,-0.0003943572470762426,-0.12066902093490484,0,,,,,,,0.5048999786376953,0.5062500238418579,0.5038300156593323,0.5056399703025818,0.0
2008-01-28,,,,,,,GBP=X,44.34418100184187,0.0006752322517779019,0.0013083790875529993,-0.0006331468357750974,-0.21786566961199405,0,,,,,,,0.5037999749183655,0.5067399740219116,0.5027700066566467,0.5034999847412109,0.0
2008-01-29,,,,,,,GBP=X,43.159156074806354,0.00026789400015680975,0.0011002820700737614,-0.0008323880699169517,-0.22031713979088208,0,,,,,,,0.5026900172233582,0.5045700073242188,0.5017600059509277,0.5036799907684326,0.0
2008-01-30,,,,,,,GBP=X,41.21289167676877,6.057230776690403e-05,0.00089234011761239,-0.000831767809845486,0.28645657637733635,1,,,,,,,0.5041300058364868,0.5042600035667419,0.5013999938964844,0.5026599764823914,0.0
2008-01-31,,,,,,,GBP=X,40.33106096883099,-0.0002437476395643623,0.0006651225661770396,-0.0009088702057414019,-0.3511037848883958,0,,,,,,,0.5023599863052368,0.5041300058364868,0.5014299750328064,0.5040299892425537,0.0
2008-02-01,,,,,,,GBP=X,45.70166660462428,1.2000475059781301e-05,0.000534498147953588,-0.0005224976728938067,1.2262164575552514,1,,,,,,,0.5085200071334839,0.5089600086212158,0.501579999923706,0.5023900270462036,0.0
2008-02-04,,,,,,,GBP=X,43.973174781091714,4.1525073074089036e-05,0.0004359035329776882,-0.00039437845990359917,-0.4208262273561081,0,,,,,,,0.506380021572113,0.5088000297546387,0.5053799748420715,0.5088000297546387,0.0
2008-02-05,,,,,,,GBP=X,47.68978066292909,0.0002699945931211589,0.00040272174500638236,-0.00013272715188522344,0.5094962161210415,1,,,,,,,0.5089600086212158,0.5098699927330017,0.5061799883842468,0.5062999725341797,0.0
2008-02-06,,,,,,,GBP=X,47.21944345202652,0.0005288795823450432,0.0004279533124741146,0.0001009262698709286,0.20433468728875415,1,,,,,,,0.5099999904632568,0.5112199783325195,0.5085399746894836,0.5089600086212158,0.0
2008-02-07,,,,,,,GBP=X,56.033264062654624,0.0011022093707510061,0.0005628045241294929,0.0005394048466215132,0.9254965300746321,1,,,,,,,0.5147200226783752,0.5155199766159058,0.509660005569458,0.5099700093269348,0.0
2008-02-08,,,,,,,GBP=X,56.1330524526899,0.0014478985391880306,0.0007398233271412005,0.00070807521204683,-0.22147932579775764,0,,,,,,,0.5135800242424011,0.5151699781417847,0.5127699971199036,0.5148299932479858,0.0
2008-02-11,,,,,,,GBP=X,57.30742399433233,0.0016440007382352295,0.0009206588093600064,0.0007233419288752231,-0.142146823230882,0,,,,,,,0.5128499865531921,0.5150899887084961,0.5121600031852722,0.5136399865150452,0.0
2008-02-12,,,,,,,GBP=X,48.71636994923044,0.0015635246932552693,0.001049231986139059,0.0005142927071162104,-0.5264641259292713,0,,,,,,,0.5101500153541565,0.5140299797058105,0.5094199776649475,0.5129299759864807,0.0
2008-02-13,,,,,,,GBP=X,57.42085091307288,0.0014411749584090083,0.0011276205805930489,0.00031355437781595947,-0.10192902192888154,0,,,,,,,0.509630024433136,0.5113999843597412,0.5084900259971619,0.5104600191116333,0.0
2008-02-14,,,,,,,GBP=X,54.75782425750176,0.0011725368592562235,0.001136603836325684,3.593302293053956e-05,-0.38460040516139493,0,,,,,,,0.507669985294342,0.5097100138664246,0.5066900253295898,0.5096099972724915,0.0
2008-02-15,,,,,,,GBP=X,60.00667539603071,0.0011218106819382845,0.001133645205448204,-1.1834523509919505e-05,0.42744821738467387,1,,,,,,,0.5098400115966797,0.5105900168418884,0.507099986076355,0.5077199935913086,0.0
2008-02-18,,,,,,,GBP=X,65.57784899698234,0.0012902529750891123,0.0011649667593763857,0.0001252862157127266,0.543308997654357,1,,,,,,,0.5126100182533264,0.5132899880409241,0.509190022945404,0.5105699896812439,0.0
2008-02-19,,,,,,,GBP=X,64.73610426571187,0.0014617622992169066,0.00122432586734449,0.00023743643187241668,0.13264855609231851,1,,,,,,,0.5132899880409241,0.5139300227165222,0.5117200016975403,0.5127699971199036,0.0
2008-02-20,,,,,,,GBP=X,70.18169511192767,0.0016999352021199732,0.0013194477342995865,0.0003804874678203867,0.2941853739448552,1,,,,,,,0.5148000121116638,0.516319990158081,0.5127699971199036,0.5132899880409241,0.0
2008-02-21,,,,,,,GBP=X,51.15740010722507,0.001422036577195751,0.0013399655028788196,8.207107431693148e-05,-1.0839176182318,0,,,,,,,0.5092200040817261,0.5150399804115295,0.5091099739074707,0.5148299932479858,0.0
2008-02-22,,,,,,,GBP=X,53.51080652576845,0.0011234866410336775,0.0012966697305097912,-0.00017318308947611373,-0.15907213306717294,0,,,,,,,0.5084099769592285,0.5098400115966797,0.5074300169944763,0.5092700123786926,0.0
2008-02-25,,,,,,,GBP=X,49.110223905355355,0.0008831624075678057,0.0012139682659213942,-0.0003308058583535885,0.015744977785869807,1,,,,,,,0.5084900259971619,0.5096099972724915,0.5075899958610535,0.5078999996185303,0.0
2008-02-26,,,,,,,GBP=X,38.91071612560824,0.0002628128521251494,0.0010237371831621452,-0.0007609243310369958,-1.0403412383028665,0,,,,,,,0.5031999945640564,0.5089100003242493,0.5026900172233582,0.5084900259971619,0.0
2008-02-27,,,,,,,GBP=X,30.57823670280922,-0.00014324950564714722,0.0007903398454002867,-0.0009335893510474339,0.2066736592360341,1,,,,,,,0.5042399764060974,0.5052000284194946,0.5006800293922424,0.5033199787139893,0.0
2008-02-28,,,,,,,GBP=X,29.95647628920868,-0.000595368321677614,0.0005131982119847066,-0.0011085665336623206,-0.33713790123411913,0,,,,,,,0.5025399923324585,0.5057700276374817,0.5012999773025513,0.5042399764060974,0.0
2008-02-29,,,,,,,GBP=X,32.851006201964964,-0.0008765972394090271,0.00023523912170595986,-0.001111836361114987,0.16515992580909966,1,,,,,,,0.5033699870109558,0.5052000284194946,0.5020599961280823,0.5026599764823914,0.0
2008-03-03,,,,,,,GBP=X,38.11935758438334,-0.0010319021656676197,-1.8189135768756072e-05,-0.0010137130298988636,0.137072806429539,1,,,,,,,0.5040599703788757,0.5046200156211853,0.5017600059509277,0.5039299726486206,0.0
2008-03-04,,,,,,,GBP=X,38.253689683821406,-0.0011761212752570138,-0.00024977556366640764,-0.0009263457115906062,-0.08530491066102153,0,,,,,,,0.5036299824714661,0.5044400095939636,0.5028200149536133,0.5040299892425537,0.0
2008-03-05,,,,,,,GBP=X,38.84696692483434,-0.001400951439504361,-0.00048001073883399833,-0.0009209407006703626,-0.3117340901110377,0,,,,,,,0.5020599961280823,0.5069500207901001,0.5008800029754639,0.5036299824714661,0.0
2008-03-06,,,,,,,GBP=X,27.09447377452048,-0.001965579685212826,-0.000777124528109764,-0.001188455157103062,-1.009839645862498,0,,,,,,,0.49698999524116516,0.502560019493103,0.49671998620033264,0.5021299719810486,0.0
2008-03-07,,,,,,,GBP=X,18.757284205238946,-0.0024230439652769276,-0.0011063084155431967,-0.0013167355497337308,-0.09456581189846158,0,,,,,,,0.4965200126171112,0.4974600076675415,0.4950000047683716,0.4970400035381317,0.0
2008-03-10,,,,,,,GBP=X,20.937296911306063,-0.0026429614932084178,-0.001413639031076241,-0.0012293224621321769,0.27994446967718467,1,,,,,,,0.4979099929332733,0.4986500144004822,0.4946799874305725,0.4952000081539154,0.0
2008-03-11,,,,,,,GBP=X,18.089220285187523,-0.002738077077458323,-0.0016785266403526572,-0.0010595504371056657,0.11849462446684722,1,,,,,,,0.4984999895095825,0.49987998604774475,0.4950700104236603,0.4978800117969513,0.0
2008-03-12,,,,,,,GBP=X,18.39167053234894,-0.003193018919548596,-0.001981425096191845,-0.0012115938233567508,-1.0351061201835265,0,,,,,,,0.49333998560905457,0.49845001101493835,0.49307000637054443,0.49845001101493835,0.0
2008-03-13,,,,,,,GBP=X,18.01168625801556,-0.0036199595105288473,-0.002309131979059246,-0.0013108275314696015,-0.27161228732377474,0,,,,,,,0.492000013589859,0.49366000294685364,0.49053001403808594,0.49333998560905457,0.0
2008-03-14,,,,,,,GBP=X,26.519799567645933,-0.0036698992232468974,-0.002581285427896776,-0.0010886137953501213,0.6199185754538705,1,,,,,,,0.49505001306533813,0.4953700006008148,0.49035999178886414,0.49219998717308044,0.0
2008-03-17,,,,,,,GBP=X,45.64921192262887,-0.0032180854538770287,-0.0027086454330928268,-0.0005094400207842019,1.1372621307579323,1,,,,,,,0.5006800293922424,0.5012999773025513,0.4945800006389618,0.4952700138092041,0.0
2008-03-18,,,,,,,GBP=X,39.3411125079656,-0.0030699353431568044,-0.0027809034151056226,-0.00028903192805118183,-0.6071773426172822,0,,,,,,,0.4976400136947632,0.5006499886512756,0.4932900071144104,0.5006499886512756,0.0
2008-03-19,,,,,,,GBP=X,52.19702125955879,-0.002402755738339424,-0.002705273879752383,0.00030251814141295935,1.3001295721866146,1,,,,,,,0.5041099786758423,0.5048199892044067,0.49630001187324524,0.49786001443862915,0.0
2008-03-20,,,,,,,GBP=X,50.65382399783131,-0.0018749880750463799,-0.0025392167188111824,0.0006642286437648025,-0.05553609893725886,0,,,,,,,0.5038300156593323,0.5062000155448914,0.5029900074005127,0.5038800239562988,0.0
2008-03-21,,,,,,,GBP=X,50.21512121828522,-0.0014098157422880453,-0.002313336523506555,0.0009035207812185097,0.07541821619061473,1,,,,,,,0.5042099952697754,0.5046399831771851,0.5034999847412109,0.503849983215332,0.0
2008-03-24,,,,,,,GBP=X,49.213058125646015,-0.0011202382543380462,-0.002074716869672853,0.0009544786153348069,-0.2260959613393121,0,,,,,,,0.5030699968338013,0.5060200095176697,0.5028700232505798,0.5052300095558167,0.0
2008-03-25,,,,,,,GBP=X,46.40870013048932,-0.0011773460360433585,-0.0018952427029469544,0.0007178966669035959,-0.7394568367204535,0,,,,,,,0.49935001134872437,0.5033699870109558,0.49830999970436096,0.5030199885368347,0.0
2008-03-26,,,,,,,GBP=X,51.7282334327922,-0.001303600863243215,-0.0017769143350062067,0.0004733134717629917,-0.23831114566844613,0,,,,,,,0.4981600046157837,0.5016599893569946,0.4972899854183197,0.49939998984336853,0.0
2008-03-27,,,,,,,GBP=X,52.669241900102755,-0.0013756971924363537,-0.0016966709064922363,0.00032097371405588257,0.030109821580914797,1,,,,,,,0.49830999970436096,0.4993000030517578,0.49529001116752625,0.4981600046157837,0.0
2008-03-28,,,,,,,GBP=X,54.79923910930631,-0.001179581581544742,-0.0015932530415027376,0.00041367145995799574,0.5960165447116417,1,,,,,,,0.5012800097465515,0.5026599764823914,0.4977400004863739,0.4982300102710724,0.0
2008-03-31,,,,,,,GBP=X,57.36164536244928,-0.0007971049066319846,-0.0014340234145285872,0.0006369185078966026,0.538615373950524,1,,,,,,,0.5039799809455872,0.5045899748802185,0.5004500150680542,0.5016599893569946,0.0
2008-04-02,,,,,,,GBP=X,64.75591732690944,-0.0005609512026504282,-0.0012594089721529556,0.0006984577695025274,-0.18055957502092213,0,,,,,,,0.5030699968338013,0.5060999989509583,0.5024899840354919,0.5055599808692932,0.0
2008-04-03,,,,,,,GBP=X,63.883947083294316,-0.0005123288808198678,-0.0011099929538863382,0.0005976640730664703,-0.355812729543703,0,,,,,,,0.5012800097465515,0.5056599974632263,0.5006499886512756,0.5030900239944458,0.0
2008-04-04,,,,,,,GBP=X,60.34823064993655,-0.0004628138440400109,-0.0009805571319170727,0.0005177432878770618,0.01395943416966361,1,,,,,,,0.5013499855995178,0.5021100044250488,0.4991999864578247,0.5012800097465515,0.0
2008-04-07,,,,,,,GBP=X,54.3321328134338,-0.0002895154382838161,-0.0008423487931904215,0.0005528333549066054,0.3231264958376556,1,,,,,,,0.5029699802398682,0.5039799809455872,0.5016099810600281,0.5017099976539612,0.0
2008-04-08,,,,,,,GBP=X,68.81911642122812,0.0002938890287399465,-0.0006151012288043479,0.0009089902575442944,1.1074208538169872,1,,,,,,,0.5085399746894836,0.5085399746894836,0.5018600225448608,0.5029699802398682,0.0
2008-04-09,,,,,,,GBP=X,55.07375034143677,0.0005920702982824544,-0.00037366692338698746,0.0009657372216694418,-0.38344398687980563,0,,,,,,,0.5065900087356567,0.5088000297546387,0.5053600072860718,0.5085399746894836,0.0
2008-04-10,,,,,,,GBP=X,56.80260077147237,0.0008676013470024779,-0.0001254132693090944,0.0009930146163115723,0.12041175785399982,1,,,,,,,0.5072000026702881,0.5073599815368652,0.5041099786758423,0.5065900087356567,0.0
2008-04-11,,,,,,,GBP=X,50.46071306166569,0.0008550085220477843,7.067108896228136e-05,0.000784337433085503,-0.5402258489548784,0,,,,,,,0.5044599771499634,0.5078700184822083,0.5044599771499634,0.5072000026702881,0.0
2008-04-14,,,,,,,GBP=X,55.35394008364146,0.0009598456882730089,0.0002485060088244269,0.000711339679448582,0.3092479955535854,1,,,,,,,0.5060200095176697,0.5085399746894836,0.5028200149536133,0.5082299709320068,0.0
2008-04-15,,,,,,,GBP=X,68.91307634164778,0.00133178490153818,0.0004651617873671775,0.0008666231141710025,0.7450285979080151,1,,,,,,,0.5097900032997131,0.5101000070571899,0.5061200261116028,0.5061799883842468,0.0
2008-04-16,,,,,,,GBP=X,65.69953819134896,0.0014053927611761274,0.0006532079821289676,0.0007521847790471598,-0.498242867851062,0,,,,,,,0.5072500109672546,0.5098900198936462,0.505079984664917,0.5098099708557129,0.0
2008-04-17,,,,,,,GBP=X,56.17745151012651,0.001064937959037504,0.000735553977510675,0.00032938398152682915,-0.9443091107974255,0,,,,,,,0.5024600028991699,0.5075899958610535,0.5018600225448608,0.5072500109672546,0.0
2008-04-18,,,,,,,GBP=X,48.77298257931458,0.0006281145690703038,0.0007140660958226008,-8.595152675229696e-05,-0.3940625489330829,0,,,,,,,0.5004799962043762,0.5029199719429016,0.5000799894332886,0.5023099780082703,0.0
2008-04-21,,,,,,,GBP=X,51.226649444426066,0.000624926288396721,0.0006962381343374248,-7.131184594070378e-05,0.8671661271069553,1,,,,,,,0.5048199892044067,0.5055099725723267,0.49943000078201294,0.5000100135803223,0.0
2008-04-22,,,,,,,GBP=X,47.09987307593197,0.0003033974424361263,0.0006176699959571652,-0.0003142725535210389,-0.7745345224508648,0,,,,,,,0.5009099841117859,0.5062900185585022,0.5001000165939331,0.5048699975013733,0.0
2008-04-23,,,,,,,GBP=X,55.22501486390031,0.0004109959925820972,0.0005763351952821516,-0.00016533920270005447,0.9083547768142575,1,,,,,,,0.5054600238800049,0.5056099891662598,0.5006800293922424,0.5008999705314636,0.0
2008-04-24,,,,,,,GBP=X,56.728671431389856,0.0006070768759307565,0.0005824835314118727,2.4593344518883853e-05,0.28883711869467366,1,,,,,,,0.5069199800491333,0.5076900124549866,0.5046899914741516,0.5054100155830383,0.0
2008-04-25,,,,,,,GBP=X,51.45952832624288,0.0005376021226405348,0.0005735072496576051,-3.5905127017070394e-05,-0.5345981389597743,0,,,,,,,0.5042099952697754,0.508080005645752,0.5028700232505798,0.5069100260734558,0.0
2008-04-28,,,,,,,GBP=X,41.88739336609111,0.0003190945639522935,0.0005226247125165428,-0.00020353014856424928,-0.3926948520198037,0,,,,,,,0.5022299885749817,0.5053300261497498,0.5009700059890747,0.5044199824333191,0.0
2008-04-29,,,,,,,GBP=X,51.90959642649921,0.0006228938491420477,0.0005426785398416438,8.021530930040388e-05,1.1946682781825535,1,,,,,,,0.5082299709320068,0.5082299709320068,0.5021399855613708,0.5022299885749817,0.0
2008-04-30,,,,,,,GBP=X,45.651710072168186,0.0004421928613382864,0.0005225814041409724,-8.038854280268597e-05,-1.0152833152958451,0,,,,,,,0.5030699968338013,0.5093299746513367,0.5026400089263916,0.5081800222396851,0.0
2008-05-02,,,,,,,GBP=X,52.831740747014585,0.000627429591102513,0.0005435510415332805,8.387854956923247e-05,0.8269201103207946,1,,,,,,,0.5072299838066101,0.5073300004005432,0.5025799870491028,0.5053799748420715,0.0
2008-05-05,,,,,,,GBP=X,50.880144690216305,0.0007358949286448979,0.000582019818955604,0.00015387510968929393,-0.072938517424459,0,,,,,,,0.5068600177764893,0.5085399746894836,0.5054299831390381,0.5067399740219116,0.0
2008-05-06,,,,,,,GBP=X,46.55013575431918,0.0008037112911246647,0.0006263581133894162,0.0001773531777352485,-0.021708197608094615,0,,,,,,,0.5067499876022339,0.5091099739074707,0.5057700276374817,0.5066999793052673,0.0
2008-05-07,,,,,,,GBP=X,55.183435789527216,0.0012752635946217117,0.0007561392096358752,0.0005191243849858364,1.0577222332917025,1,,,,,,,0.5121099948883057,0.5125300288200378,0.5067499876022339,0.5067499876022339,0.0
2008-05-08,,,,,,,GBP=X,60.33116209761942,0.0015671605466197613,0.0009183434770326526,0.0006488170695871087,-0.15426372649206543,0,,,,,,,0.5113199949264526,0.5126399993896484,0.5098999738693237,0.5120599865913391,0.0
2008-05-09,,,,,,,GBP=X,63.5636556998753,0.0018059154665296395,0.00109585787493205,0.0007100575915975895,0.06844998779511613,1,,,,,,,0.5116699934005737,0.5137400031089783,0.5109599828720093,0.5112900137901306,0.0
2008-05-12,,,,,,,GBP=X,58.76980219815405,0.001946865482628568,0.0012660593964713537,0.0006808060861572143,-0.06254369846319108,0,,,,,,,0.5113499760627747,0.5140900015830994,0.5094199776649475,0.5125100016593933,0.0
2008-05-13,,,,,,,GBP=X,67.99106763150478,0.0022281589914816546,0.0014584793154734138,0.0007696796760082408,0.4732586869679478,1,,,,,,,0.5137699842453003,0.5146700143814087,0.5108299851417542,0.5113800168037415,0.0
2008-05-14,,,,,,,GBP=X,63.22018472904055,0.0024191642526030233,0.0016506163028993358,0.0007685479497036875,-0.009733596453675997,0,,,,,,,0.5137199759483337,0.51596999168396,0.5134900212287903,0.5137699842453003,0.0
2008-05-15,,,,,,,GBP=X,60.8653308314523,0.002519708997858472,0.0018244348418911631,0.0006952741559673088,-0.05254797337584938,0,,,,,,,0.513450026512146,0.5152000188827515,0.5128700137138367,0.5137400031089783,0.0
2008-05-16,,,,,,,GBP=X,61.52037146190952,0.0023791113102805683,0.0019353701355690443,0.000443741174711524,-0.46548386849621926,0,,,,,,,0.5110599994659424,0.5141900181770325,0.5103399753570557,0.5134699940681458,0.0
2008-05-19,,,,,,,GBP=X,68.06214029862761,0.002391015963414622,0.0020264993011381597,0.00036451666227646246,0.3659015619482009,1,,,,,,,0.5129299759864807,0.5139200091362,0.5096799731254578,0.5110399723052979,0.0
2008-05-20,,,,,,,GBP=X,49.824142682469,0.0019901919706306614,0.00201923783503666,-2.9045864405998715e-05,-0.9357928505798085,0,,,,,,,0.5081300139427185,0.5132200121879578,0.5071499943733215,0.5129500031471252,0.0
2008-05-21,,,,,,,GBP=X,58.657879857086776,0.0015832761609124724,0.0019320455002118228,-0.0003487693392993504,-0.17318460852876472,0,,,,,,,0.5072500109672546,0.5094699859619141,0.5067700147628784,0.5082399845123291,0.0
2008-05-22,,,,,,,GBP=X,44.7827885808854,0.0010589574784514166,0.0017574278958597416,-0.000698470417408325,-0.4632887686050746,0,,,,,,,0.5048999786376953,0.50764000415802,0.5037800073623657,0.5072500109672546,0.0
2008-05-23,,,,,,,GBP=X,44.64277161331524,0.000600998762647742,0.0015261420692173418,-0.0009251433065695998,-0.0871462678447954,0,,,,,,,0.5044599771499634,0.5059700012207031,0.5038800239562988,0.5048999786376953,0.0
2008-05-26,,,,,,,GBP=X,45.01121420056484,0.00024013828021907102,0.0012689413114176879,-0.0010288030311986168,0.011898243667984865,1,,,,,,,0.5045199990272522,0.5059199929237366,0.5042399764060974,0.5049999952316284,0.0
2008-05-27,,,,,,,GBP=X,33.71097894229224,7.832443480015883e-05,0.001030817936094182,-0.0009524935012940232,0.30722643113703096,1,,,,,,,0.5060700178146362,0.5069699883460999,0.5038800239562988,0.5045899748802185,0.0
2008-05-28,,,,,,,GBP=X,32.86023635001865,-0.0001506556161509076,0.0007945232256451641,-0.0009451788417960717,-0.2509526590240396,0,,,,,,,0.504800021648407,0.507099986076355,0.504360020160675,0.5060700178146362,0.0
2008-05-29,,,,,,,GBP=X,35.79693076694866,-0.00023101809822378971,0.0005894149608713735,-0.0008204330590951632,0.24167745977483612,1,,,,,,,0.5060200095176697,0.5078700184822083,0.5045400261878967,0.504800021648407,0.0
2008-05-30,,,,,,,GBP=X,33.505929607647346,-0.0004253658836113061,0.00038645879197483755,-0.0008118246755861437,-0.33200594562269314,0,,,,,,,0.5043399930000305,0.5078700184822083,0.5043399930000305,0.5062500238418579,0.0
2008-06-02,,,,,,,GBP=X,38.989602635371625,-0.00022737372889714003,0.00026369228780044206,-0.0004910660166975821,0.8585437363298754,1,,,,,,,0.5086699724197388,0.510129988193512,0.5059999823570251,0.5064299702644348,0.0
2008-06-03,,,,,,,GBP=X,41.308868653490194,5.39150803668953e-07,0.00021106166040108743,-0.00021052250959741848,0.17300077126189972,1,,,,,,,0.5095499753952026,0.5098900198936462,0.5066900253295898,0.5086699724197388,0.0
2008-06-04,,,,,,,GBP=X,46.82319459267165,0.00035858566337365616,0.00024056646099560118,0.00011801920237805498,0.44156919718838505,1,,,,,,,0.5117999911308289,0.5119799971580505,0.5091800093650818,0.5095499753952026,0.0
2008-06-05,,,,,,,GBP=X,49.43084900174453,0.0005536513280292032,0.0003031834344023216,0.0002504678936268816,-0.19929939502100202,0,,,,,,,0.5107799768447876,0.5136600136756897,0.5102999806404114,0.5117700099945068,0.0
2008-06-06,,,,,,,GBP=X,39.729823027178796,0.00044729732638137953,0.0003320062127981332,0.00011529111358324633,-0.6206104324353423,0,,,,,,,0.507610023021698,0.5117200016975403,0.5067399740219116,0.5107600092887878,0.0
2008-06-09,,,,,,,GBP=X,46.39309900032247,0.00027271740520784515,0.0003201484512800756,-4.743104607223046e-05,-0.21276888050808518,0,,,,,,,0.5065299868583679,0.5082899928092957,0.505050003528595,0.5072799921035767,0.0
2008-06-10,,,,,,,GBP=X,58.68659894344619,0.0005596104987047879,0.0003680408607650181,0.00019156963793976974,1.0562047350703985,1,,,,,,,0.5118799805641174,0.5121899843215942,0.5062299966812134,0.5066099762916565,0.0
2008-06-11,,,,,,,GBP=X,57.88304534755725,0.0005610270361572356,0.0004066380958434616,0.000154388940313774,-0.5313742406340305,0,,,,,,,0.5091599822044373,0.512719988822937,0.5084900259971619,0.5118499994277954,0.0
2008-06-12,,,,,,,GBP=X,64.59548973123952,0.0009003608027887688,0.0005053826372325231,0.0003949781655562457,0.8484613078441505,1,,,,,,,0.513480007648468,0.5144799947738647,0.5091599822044373,0.509190022945404,0.0
2008-06-13,,,,,,,GBP=X,64.70964864043808,0.001168721916397386,0.0006380504930654957,0.0005306714233318904,0.031155812143457418,1,,,,,,,0.5136399865150452,0.514989972114563,0.5126299858093262,0.5136299729347229,0.0
2008-06-16,,,,,,,GBP=X,54.441162291274054,0.0010026962012884555,0.0007109796347100877,0.0002917165665783678,-0.8858305978950431,0,,,,,,,0.509090006351471,0.5135599970817566,0.5079799890518188,0.5129799842834473,0.0
2008-06-17,,,,,,,GBP=X,58.71078058936635,0.00099760240599156,0.0007683041889663822,0.00022929821702517784,0.3358929919320852,1,,,,,,,0.5108000040054321,0.5135300159454346,0.5077700018882751,0.5089799761772156,0.0
2008-06-18,,,,,,,GBP=X,56.71637276549408,0.0009599048654703735,0.0008066243242671805,0.00015328054120319293,-0.05482040308515401,0,,,,,,,0.5105199813842773,0.5132899880409241,0.5099400281906128,0.5108000040054321,0.0
2008-06-19,,,,,,,GBP=X,53.76349708048156,0.000638636753142352,0.0007730268100422148,-0.00013439005689986282,-0.689483747074171,0,,,,,,,0.5070000290870667,0.5105400085449219,0.5064299702644348,0.5105400085449219,0.0
2008-06-20,,,,,,,GBP=X,46.79427947814117,0.00035252699855770064,0.0006889268477453121,-0.0003363998491876114,-0.06706991694969133,0,,,,,,,0.506659984588623,0.5074899792671204,0.5053099989891052,0.5069500207901001,0.0
